Part,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category
2,4b6664c0f964a52012202be3,Arakogawa-Kōen Station (AN08) (荒子川公園駅 (AN08)),35.104942740178565,136.86108752184919,"[{'id': '4bf58dd8d48988d129951735', 'name': 'Train Station', 'pluralName': 'Train Stations', 'shortName': 'Train Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}, 'primary': True}]"
2,56ada4e0498e4c7dded6bd77,荒子川公園駅 2番線ホーム(名古屋方面),35.104317,136.861178,"[{'id': '4f4531504b9074f6e4fb0102', 'name': 'Platform', 'pluralName': 'Platforms', 'shortName': 'Platform', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}, 'primary': True}]"
2,56add3cd498e71625be8702e,荒子川公園駅 1番線ホーム(金城ふ頭方面),35.104344498879705,136.86173823191587,"[{'id': '4f4531504b9074f6e4fb0102', 'name': 'Platform', 'pluralName': 'Platforms', 'shortName': 'Platform', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}, 'primary': True}]"
2,55efe03f498ef8334bc7c702,港福祉会館東交差点,35.10506759519782,136.858491897583,"[{'id': '52f2ab2ebcbc57f1066b8b4c', 'name': 'Intersection', 'pluralName': 'Intersections', 'shortName': 'Intersection', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/default_', 'suffix': '.png'}, 'primary': True}]"
2,55efdfa3498eb5a8555f4e5f,善進橋西 交差点,35.104174,136.856736,"[{'id': '52f2ab2ebcbc57f1066b8b4c', 'name': 'Intersection', 'pluralName': 'Intersections', 'shortName': 'Intersection', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/default_', 'suffix': '.png'}, 'primary': True}]"
3,4d9ff9a8a77d816e0c130f09,荒子川公園駅バス停,35.106066001101965,136.86151072382927,"[{'id': '4bf58dd8d48988d1fe931735', 'name': 'Bus Station', 'pluralName': 'Bus Stations', 'shortName': 'Bus Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/busstation_', 'suffix': '.png'}, 'primary': True}]"
3,4f014f2e5c5c51dd2fbb704f,市バス 荒子川公園駅,35.10585800352891,136.86167196593675,"[{'id': '4bf58dd8d48988d1fe931735', 'name': 'Bus Station', 'pluralName': 'Bus Stations', 'shortName': 'Bus Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/busstation_', 'suffix': '.png'}, 'primary': True}]"
3,55efe070498e2e2cdd6a6eb7,寛政町4交差点,35.10619985239238,136.86213970184326,"[{'id': '52f2ab2ebcbc57f1066b8b4c', 'name': 'Intersection', 'pluralName': 'Intersections', 'shortName': 'Intersection', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/default_', 'suffix': '.png'}, 'primary': True}]"
4,548f8cde498ecbfa11817c38,入場東交差点,35.11375522368759,136.85877127976232,"[{'id': '52f2ab2ebcbc57f1066b8b4c', 'name': 'Intersection', 'pluralName': 'Intersections', 'shortName': 'Intersection', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/default_', 'suffix': '.png'}, 'primary': True}]"
4,53b7d001498e7116373cedfa,土古（名古屋市営バス）,35.11373519897461,136.8610076904297,"[{'id': '4bf58dd8d48988d1fe931735', 'name': 'Bus Station', 'pluralName': 'Bus Stations', 'shortName': 'Bus Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/busstation_', 'suffix': '.png'}, 'primary': True}]"
