Part,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category
2,4f9e0fcee4b020e610efaa88,St. Marc Café (サンマルクカフェ),35.10345969712577,136.8624347448349,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]"
2,51c66831498e613d85f07ee1,MOS Burger (モスバーガー),35.10340888788526,136.86253816381185,"[{'id': '4bf58dd8d48988d16e941735', 'name': 'Fast Food Restaurant', 'pluralName': 'Fast Food Restaurants', 'shortName': 'Fast Food', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}, 'primary': True}]"
2,51494b43e4b0a2daa9f65677,Ringer Hut (リンガーハット),35.10329516111672,136.86299639455336,"[{'id': '4bf58dd8d48988d1d1941735', 'name': 'Noodle House', 'pluralName': 'Noodle Houses', 'shortName': 'Noodles', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ramen_', 'suffix': '.png'}, 'primary': True}]"
2,4ec653b29a52756c54405f62,McDonald's (マクドナルド),35.103333162861794,136.86235774406356,"[{'id': '4bf58dd8d48988d16e941735', 'name': 'Fast Food Restaurant', 'pluralName': 'Fast Food Restaurants', 'shortName': 'Fast Food', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}, 'primary': True}]"
2,4c74a0dcd8948cfa98b065da,Saizeriya (サイゼリヤ),35.10330588167193,136.86267927489703,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]"
2,4c96d62758d4b60caca83e29,Sugakiya (スガキヤ),35.10336997897553,136.86249218268398,"[{'id': '55a59bace4b013909087cb24', 'name': 'Ramen Restaurant', 'pluralName': 'Ramen Restaurants', 'shortName': 'Ramen', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ramen_', 'suffix': '.png'}, 'primary': True}]"
2,4f5acf22e4b082b23c8d055b,そじ坊,35.103298500476825,136.8626093677758,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]"
2,4dfdd0d6b0fb84d7ace4e4ef,Tonkatsu Wako (とんかつ和幸),35.10328321402078,136.86268897391687,"[{'id': '55a59af1e4b013909087cb03', 'name': 'Tonkatsu Restaurant', 'pluralName': 'Tonkatsu Restaurants', 'shortName': 'Tonkatsu', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]"
2,4cd130d47f56a143cdaed2a6,麦の香,35.10331062294613,136.86274195474937,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]"
2,4e6310a645ddda3529dbf9db,イオンモール名古屋みなと フードコート,35.103278288053545,136.86278794859953,"[{'id': '4bf58dd8d48988d120951735', 'name': 'Food Court', 'pluralName': 'Food Courts', 'shortName': 'Food Court', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_foodcourt_', 'suffix': '.png'}, 'primary': True}]"
